AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,CustomerID,Churn
96,5.126881608910928,492.1806344554491,Premium,unknown,1,Both,0,Computer,22.10971491494528,40.86941156202512,34,Drama,1.792938023192984,4,Female,19,0,T5A5GUDGHH,0
55,12.228522320554733,672.5687276305104,Basic,unknown,0,Both,0,Computer,14.318670979436916,165.3747234937333,25,unknown,3.1319412122999046,7,Male,9,0,JXCF0T7PWE,1
109,8.024188057163144,874.6364982307828,Premium,unknown,0,Both,0,Tablet,1.0325657591694517,73.87243499744919,28,Sci-Fi,2.898327886528814,3,Female,17,1,1SEDHZRPXU,0
117,18.625728153333483,2179.2101939400177,Standard,Electronic check,0,Both,0,Tablet,15.474087924390153,140.27547080408934,17,Sci-Fi,3.348487273646719,5,unknown,15,0,3KLVFZM7OJ,0
74,9.040513990630396,668.9980353066493,Basic,Electronic check,0,Both,0,Computer,30.11386785028866,130.54074184839573,44,Sci-Fi,2.3157375624273,2,Male,10,0,68ZNRI2572,0
77,12.169887642924763,614.1966063716278,Standard,Credit card,1,TV Shows,0,Mobile,35.74416675954362,135.24173516298126,42,Fantasy,1.5451095690373546,9,Male,3,0,W813C4GC5Q,0
74,9.687673669390394,716.8878515348891,Basic,Bank transfer,0,TV Shows,0,Computer,10.063284669012688,68.15792539635528,34,Action,2.898327886528814,5,Male,14,0,570S7DXPHT,1
89,11.538943079309188,614.1966063716278,Premium,Bank transfer,1,Both,1,Computer,12.590745480970348,171.2166008382964,19,Comedy,2.898327886528814,7,Male,6,1,UOVRUIE484,0
110,13.275556672453767,1460.3112339699144,Premium,Electronic check,1,TV Shows,0,TV,32.863600886276714,149.45828503484972,35,Fantasy,2.4628130661552894,6,Male,8,0,1QFYKNRAMM,0
14,12.169887642924763,268.3102571763353,Premium,Credit card,0,TV Shows,0,Mobile,31.44414095826228,111.65433497474172,47,Sci-Fi,1.6816039518745294,4,Male,10,0,FKYXDCALD8,0
63,12.169887642924763,521.2231094623443,Premium,Bank transfer,1,Movies,0,Computer,27.964468052712537,8.537577246647672,4,Drama,2.898327886528814,8,Male,3,0,YFT2PG26WZ,0
102,12.169887642924763,1797.5552460577992,Basic,Bank transfer,1,TV Shows,1,Mobile,32.71206052144677,92.83601561218305,46,Drama,1.257418011728567,6,Female,22,1,CS2FZRYU8L,0
45,13.073215564280291,588.2947003926131,Basic,Bank transfer,0,Both,1,Computer,14.793402920168504,109.2614243711754,20,Sci-Fi,2.086339035975909,1,Female,13,0,XQ9ABXGKJ2,0
59,12.169887642924763,718.0233709325611,Basic,Bank transfer,0,Movies,0,Computer,28.54828621753999,32.32727760351119,14,Fantasy,2.898327886528814,1,Female,16,1,2320A0GXKQ,1
115,5.683634966215998,653.6180211148398,Standard,Electronic check,0,Movies,1,TV,6.128048068458834,50.259083084168935,0,Fantasy,1.7944443167469752,4,Male,22,0,MGW74TNB92,0
99,17.856791113328292,614.1966063716278,Standard,Electronic check,1,Both,0,Mobile,8.723655812895966,168.80031254270938,17,Action,4.456910702865898,9,Male,14,0,V8CKCGJ5E8,0
73,5.755528321486168,420.1535674684903,Basic,Mailed check,0,TV Shows,1,Mobile,26.87265849457565,121.82962049201288,40,Sci-Fi,2.264428640243489,4,Male,24,0,S16BCT80VU,0
62,11.001062848759512,682.0658966230898,Basic,unknown,1,Both,0,Computer,3.87212932625154,133.51843976624818,22,Comedy,1.0532467646559964,0,Female,6,1,BMKC2PJE7U,0
6,7.153641033648821,614.1966063716278,Standard,Electronic check,1,Both,1,Computer,8.012984647227208,113.36101591998688,48,Fantasy,3.854250803773212,7,Male,11,1,191490BP7I,0
93,10.190029622580925,947.6727549000258,Basic,Bank transfer,0,Both,0,TV,38.0854226363024,101.05573627439728,42,Comedy,2.898327886528814,0,Female,18,1,66V1KPHQMM,0
30,12.169717082033609,614.1966063716278,Premium,Credit card,1,Both,1,Mobile,5.542226920354583,68.76965172922863,41,Drama,2.6911529231108244,6,Male,9,1,G55J3RXYSJ,0
5,8.91888499717453,44.59442498587265,unknown,Bank transfer,0,Movies,0,TV,29.148323435745315,89.33032327098728,4,Sci-Fi,2.898327886528814,5,Male,13,1,CLJPBTJR01,1
94,7.626840924543419,614.1966063716278,Basic,unknown,0,Movies,0,Computer,15.502634511771204,32.64060754836149,9,Action,2.3779975662199537,1,Male,9,0,RFQJOFKVYH,1
85,12.169887642924763,728.8692040172932,Premium,Bank transfer,1,TV Shows,0,Mobile,37.90154614236192,140.95328473314228,8,Comedy,2.897521028724634,2,Male,0,0,TCI2ZYA2OH,0
49,14.9659314100172,733.3306390908429,Premium,Credit card,0,Both,0,TV,34.255186838190895,88.39879325854636,38,Fantasy,2.898327886528814,6,Male,18,0,QTQ705NK8P,0
98,17.5674048013296,1721.605670530301,Standard,Credit card,0,Movies,1,Tablet,12.689556314118729,96.4269008687629,1,Comedy,2.063543029079636,3,Male,18,0,6OAKAQPYJI,0
34,18.321479206998056,622.9302930379339,Standard,Credit card,1,Both,1,Computer,27.90326642810463,56.93922885074092,9,unknown,2.689210112294104,0,Female,1,1,X8S5TM85UM,0
109,13.185877501378965,1437.2606476503072,Premium,Electronic check,1,Both,1,TV,20.02745099609585,55.38187149505176,39,Sci-Fi,1.725705837093281,4,Male,2,1,YSXKQ3NPQY,0
106,10.235452915438415,1084.958009036472,Basic,unknown,1,Movies,0,Mobile,1.476191970735858,111.61197195046542,10,Comedy,3.974891690327226,9,Female,2,1,AWOJ9P08XG,1
9,19.00963683186413,171.08673148677715,Basic,Electronic check,1,Both,0,Mobile,14.139595306501027,104.3774408565997,29,Action,3.257769638029392,0,Male,10,0,4HWEZXFWH7,0
27,9.704060053309195,262.0096214393483,Premium,Electronic check,0,Both,1,TV,2.095646565135621,132.46320551364772,24,Drama,2.898327886528814,7,Female,11,0,08SXSQQO8U,0
116,14.565174916775096,1689.5602903459112,Standard,unknown,1,Movies,1,TV,19.060384945020363,111.79584620082926,39,Action,3.914221938270394,2,Male,5,0,FU217ZFBHN,0
66,18.637751030628618,1230.091568021489,Premium,Bank transfer,0,TV Shows,0,Mobile,9.234129415628813,166.05047576645293,2,Action,2.3195550409444285,9,Male,13,0,OX3OJ9LAOC,0
44,12.746554596247588,560.8484022348939,unknown,Electronic check,0,TV Shows,1,Computer,6.587382518309011,147.24566848925053,13,Action,2.6016999412235804,5,Male,16,0,768I1YHH7G,0
82,12.169887642924763,1480.443582159239,Premium,Credit card,1,TV Shows,1,Tablet,2.251525328025952,32.93240275222308,38,unknown,1.6579970852690251,8,Female,24,0,VLBQICLTAV,0
12,13.769556901928512,165.23468282314215,Basic,Credit card,1,TV Shows,0,Mobile,35.65509564506065,120.32663583326354,40,Action,3.969553741065701,7,Female,12,1,WWD6Y3ULXF,1
3,15.457440717264856,46.37232215179457,Standard,Bank transfer,1,Both,1,TV,30.66081030567325,179.23370243432092,13,Comedy,2.898327886528814,5,Male,9,0,2S21P19IE6,0
90,5.594978677090683,503.5480809381615,Premium,Credit card,1,Both,0,TV,19.38040521188281,58.7034987326043,39,unknown,1.956337991337635,2,Male,10,0,S96XIOR9FL,0
49,5.223486200101787,255.95082380498755,Standard,Electronic check,0,Movies,0,Mobile,17.70975365927757,58.954258052072014,27,unknown,1.0428147783821866,6,Male,1,0,G5BUY00PBY,0
80,12.169887642924763,732.4327426431776,Premium,Electronic check,1,TV Shows,0,Computer,17.420523866878955,80.98677639404599,22,Comedy,2.898327886528814,0,Male,10,1,FGMG7KDSFT,0
20,7.702870791596992,154.05741583193984,Basic,unknown,0,Both,0,Computer,4.422933326625964,16.21840674555514,45,Drama,3.8385678263840393,2,Male,6,0,YRVS588TVB,0
70,13.904923667806695,614.1966063716278,Standard,Credit card,0,Both,0,TV,9.938960681433649,53.21801253841536,12,Fantasy,1.759799638236133,9,Male,23,0,FFEZ8R3G30,1
32,18.37299143591155,587.9357259491696,unknown,Bank transfer,1,Both,0,TV,34.7881398710293,179.75202354616712,44,unknown,3.3707448946907674,3,Female,19,1,R9VPT2RPRA,0
99,12.169887642924763,614.1966063716278,Standard,Bank transfer,0,TV Shows,1,Computer,16.946622507617768,89.9577735465159,33,Drama,1.7248164783176545,7,Female,23,1,ZKH0WXMBF8,1
2,12.169887642924763,35.45376784009552,Standard,Credit card,1,Movies,1,TV,27.880027949921864,161.78437696593048,39,Sci-Fi,1.8964672198754773,2,Male,0,0,SSD3NJ3SCF,0
25,17.780245007636474,444.5061251909119,Premium,Credit card,1,Both,1,Tablet,15.507903874263882,105.62185310005106,5,unknown,4.925687549636759,0,Female,14,0,O1DY5I2K38,0
2,12.169887642924763,36.53024825360117,Standard,unknown,0,TV Shows,1,Computer,34.283065634033875,75.11272549732617,13,Fantasy,2.331878882359365,8,Male,15,0,TGEF0EK30G,1
42,19.76660767352584,614.1966063716278,Standard,Bank transfer,1,TV Shows,1,Computer,16.173752081815415,68.74974897220997,42,Fantasy,1.5524858262702923,4,Female,2,1,215HXHXMIP,0
9,5.810228267555019,52.29205440799517,Standard,unknown,1,Both,0,Mobile,25.13603396032934,12.24514443563636,1,Fantasy,2.718629810128106,2,Male,1,0,F144Y0MZYF,0
113,12.169887642924763,1015.5707685861132,unknown,Electronic check,1,TV Shows,0,TV,27.02709362589353,95.28086406464185,2,Action,2.818623456221402,9,Male,15,1,9Q7PGYX2ML,0
36,12.169887642924763,614.1966063716278,Premium,Credit card,0,Both,0,Mobile,8.673304110719561,42.30847206576068,17,Comedy,3.7293345997769927,7,Male,19,1,5S8VIJ1SPR,0
12,16.67472076844671,200.0966492213605,Standard,unknown,0,Both,1,Computer,12.744688980741032,59.52846282587679,11,Action,3.166832767225173,7,Male,3,0,BSJOYKXFOF,1
37,7.119745185326482,263.4305718570798,Basic,Bank transfer,1,Movies,1,Tablet,5.809649449368688,153.97970896883206,34,Action,2.898327886528814,9,Male,4,1,5QHZAWJTSK,0
90,13.18911775823716,1187.0205982413445,Premium,Credit card,1,Movies,1,Mobile,25.291399541183026,81.64315630140467,9,Drama,1.0170808379145937,1,Female,2,0,FWE2IWZ2IY,0
8,9.776640943909502,78.21312755127602,Premium,Bank transfer,0,TV Shows,1,TV,24.278988426129924,55.37462028782645,12,unknown,2.898327886528814,2,Male,23,0,R5WTS42FQX,0
88,15.868059545188608,1396.3892399765975,Premium,Electronic check,1,TV Shows,0,Mobile,23.80318950215669,27.22156853841513,2,Comedy,1.464379489270032,6,Female,13,0,AFSTLSA6VX,0
97,12.240919672990586,1187.369208280087,Basic,Credit card,1,Both,1,TV,3.757465901894128,69.12565753903388,49,Fantasy,2.898327886528814,1,Male,2,1,7PFAESWLUG,0
76,7.3553712868806524,559.0082178029296,Basic,Mailed check,0,Movies,0,Mobile,10.43156433389694,139.31863293616212,26,unknown,3.0410066413999464,2,Female,2,0,CP0X04KOHF,0
89,8.685508091710805,773.0102201622616,Premium,unknown,0,Both,1,Tablet,1.6937866954335024,82.14212764294217,17,Fantasy,1.0001811412911028,7,Female,10,1,UX0P88HD6V,0
70,8.912613505348776,623.8829453744144,Premium,Credit card,1,Both,1,Tablet,19.496122461908456,5.534880667016899,29,Comedy,2.163977648742894,9,Male,11,1,88RTQHPWSG,0
68,14.440255288281454,981.9373596031388,Standard,unknown,1,Movies,1,Mobile,35.89304932091184,9.268435544293142,25,Drama,4.288308432353297,2,Female,3,0,5OCID8BHEW,0
74,12.169887642924763,414.2603219765425,Premium,unknown,1,TV Shows,1,Mobile,14.376240926364924,128.0712824920829,20,Drama,4.518431758675558,1,Male,20,1,YUFCD3JN10,0
12,16.314228924852024,195.7707470982243,Standard,Credit card,0,TV Shows,1,Computer,22.71824588761085,70.55548699889916,44,Sci-Fi,1.174165379647266,9,Male,4,0,Z063Z6FRXV,0
26,14.132707374877706,614.1966063716278,Standard,Bank transfer,1,Movies,0,Mobile,14.418682157285534,103.25892073437954,1,Fantasy,1.7555560125419325,0,Male,23,0,V7MPOFNWOL,0
48,12.476920384257989,614.1966063716278,Premium,Bank transfer,1,Both,0,Mobile,33.93557501129039,129.4565507074856,24,Action,2.898327886528814,4,Male,17,0,OLOK1MPMO0,0
8,7.044229777436573,614.1966063716278,Premium,Electronic check,0,TV Shows,1,Computer,39.69461475287363,96.7398476674304,47,Action,1.684984431397965,1,Female,3,1,0SP0JX7K3P,0
87,5.857584261758131,614.1966063716278,Standard,Credit card,1,Movies,1,Mobile,32.73717025357378,175.41196863692602,28,unknown,2.898327886528814,8,Male,0,1,TFCWJR9ERG,0
79,9.076915258016864,614.1966063716278,Standard,Credit card,0,TV Shows,0,Tablet,20.31481630423045,142.2285846177885,25,unknown,4.925269988446269,4,Male,3,0,OEQMIG31TH,0
28,17.29895331208953,484.3706927385068,Premium,unknown,1,Both,1,TV,14.46124179288422,119.5886567437542,3,Action,2.9839648222341184,5,Female,7,1,7J5ERF1RP7,1
29,19.773064399958965,614.1966063716278,Premium,unknown,1,TV Shows,1,Computer,32.26727064727994,104.1917407066043,28,Drama,2.1242828131115283,7,Female,3,1,VZNFPQ7OPL,0
97,7.526143640775349,730.0359331552089,Premium,Mailed check,0,TV Shows,0,TV,2.9065606672210222,165.0296321441845,46,Action,3.1195076489993587,8,Female,3,1,AYRVF49YC9,0
31,10.579376460784838,327.96067028433,Basic,Mailed check,1,Both,0,Tablet,7.10337318993494,93.60951445865317,48,Fantasy,4.110661851090664,1,Female,13,0,6NXDS63B13,0
62,12.169887642924763,698.1092467614436,unknown,unknown,0,Movies,0,Computer,38.91737003968192,49.8353656873389,37,Action,2.1205000216232373,7,unknown,11,1,H6VMPX84E9,0
94,9.334496818057136,877.4427008973709,Premium,Bank transfer,1,Movies,1,Computer,38.844024096114985,109.46667711394625,14,Fantasy,2.898327886528814,7,Female,14,0,BLGA7AOJHI,0
40,7.738245310291017,614.1966063716278,Premium,Bank transfer,1,Both,0,TV,26.92223580824553,99.97950656103508,17,Action,2.011069324509613,2,Male,11,1,V36SY33B4H,0
64,12.169887642924763,1273.9246654728192,Premium,Electronic check,0,TV Shows,0,Mobile,7.817863953208421,87.88249095154353,9,Action,4.273986838143202,9,Male,7,0,LB2MHX8FEB,0
96,12.169887642924763,1158.9509315568282,Premium,Bank transfer,1,TV Shows,1,TV,3.089016573148184,166.45277464042772,37,unknown,4.716338836718183,2,Female,2,1,YC0L35CZIF,0
116,15.577696991914488,1807.0128510620807,Standard,unknown,0,TV Shows,0,Mobile,36.92422838258752,91.56048306413284,15,Sci-Fi,3.5351118234249355,9,Female,3,0,X6S7FH7IWY,1
58,12.169887642924763,696.1261035422733,Basic,Electronic check,0,TV Shows,1,TV,2.0964935674364886,21.83474680499532,48,Comedy,2.898327886528814,3,Male,17,0,DACORV2BKQ,0
13,18.30305654137992,614.1966063716278,Premium,unknown,1,Both,0,Mobile,16.396448404677848,24.521573668401214,44,Sci-Fi,4.120705228379171,0,Male,1,0,N5TQ6QRKTP,0
110,18.57939770826753,2043.733747909429,Standard,Credit card,0,Movies,1,TV,3.521688529999313,103.22090798162311,0,Drama,2.943234536688115,2,unknown,2,0,5XB2ABJNMG,0
28,18.353752061229294,513.9050577144202,Premium,unknown,1,TV Shows,0,Tablet,8.72593039843451,7.649101236468054,5,Comedy,1.1580201667147478,8,Male,21,1,99JDHBH75L,1
15,13.564155215103437,203.4623282265516,Premium,Electronic check,1,TV Shows,0,unknown,18.147781969601933,110.80695217897386,10,Drama,2.898327886528814,7,Female,15,1,ZF9I4H4P59,1
69,9.32383135193917,643.3443632838027,Basic,Credit card,1,Both,1,Computer,25.924773513800822,84.00101507928413,38,Action,2.153326951461389,1,Female,18,0,99JBII1AWD,0
105,14.24683607150411,1495.9177875079315,Standard,Bank transfer,1,Movies,1,Tablet,12.057358222596006,92.36419631794344,4,Fantasy,2.898327886528814,9,Female,12,0,D17A5U1OJS,0
63,9.720474729934212,612.3899079858553,Premium,unknown,1,Both,1,Computer,15.59196412227774,17.34714669259177,35,Sci-Fi,1.0350781568431393,0,Female,2,0,MX66HEBBSJ,0
112,19.858931903574835,2224.2003732003814,Premium,Bank transfer,0,Both,1,Computer,13.004608782353351,68.58821092967844,19,Fantasy,2.898327886528814,8,unknown,4,0,FMP6QS9A7C,0
35,18.39223427393643,614.1966063716278,Premium,Electronic check,1,TV Shows,1,TV,12.970739849911457,163.44688727600015,9,unknown,3.5835842099898434,6,Female,10,0,E2IE1IRI9S,0
7,12.169887642924763,614.1966063716278,Basic,Credit card,0,TV Shows,0,TV,29.35409533058017,64.34250747832759,4,Drama,2.898327886528814,9,Female,0,0,V2Z7KTL03M,1
1,11.5828816951487,11.5828816951487,Standard,Credit card,0,Both,1,unknown,2.298816310099758,76.09527183450692,44,Sci-Fi,2.9551941668328663,8,Male,4,0,6913KN86KU,0
53,6.447270605261618,341.7053420788658,Standard,unknown,1,Movies,0,TV,30.424980069654588,18.951182197631447,20,Sci-Fi,2.898327886528814,9,Male,1,0,LXNJ66WZ7B,0
37,12.169887642924763,600.0889638220253,Basic,Bank transfer,1,TV Shows,0,Computer,3.547012855554774,158.70203203591365,25,Sci-Fi,2.898327886528814,0,Female,12,0,ALYMWR7W6O,0
44,17.03210470880193,749.412607187285,Standard,Bank transfer,1,Movies,1,Computer,3.702542849008145,99.6217295104476,19,Fantasy,1.557271812868025,1,Male,16,1,YIDW19N83Z,0
107,9.840610913426302,1052.9453677366143,Premium,Credit card,1,Both,0,Computer,5.275852949916762,23.42776081540536,47,Action,2.898327886528814,5,Male,19,1,E983P7PY52,1
19,6.961005494352552,132.25910439269848,Premium,Bank transfer,1,Both,1,Computer,11.12360344501871,151.31477851020145,46,Drama,4.294037367738882,0,Male,24,0,LCQ99APM9V,0
24,15.139478276767408,363.3474786424178,Standard,unknown,0,TV Shows,0,unknown,24.36414541630101,68.72747332802888,48,Action,3.038646084212829,1,Male,21,1,1HTWTCLURB,0
17,17.470987969176953,297.0067954760082,Premium,Bank transfer,1,TV Shows,0,Mobile,29.321762907413166,106.3673485322632,6,Drama,2.1423368992317746,1,Female,12,1,6OB63KC191,0
73,12.040512290830616,878.957397230635,Standard,Bank transfer,0,TV Shows,1,Computer,6.036429616301987,16.477138684340197,47,Drama,1.4364250725470358,6,Male,16,0,IBFCQKDH1T,0
94,12.169887642924763,777.5842213483808,Premium,Credit card,1,Both,1,Tablet,38.143985201353495,142.87543088252818,21,Drama,4.182221523437487,5,Male,0,0,ZV78E41WP4,0
53,6.925092845692477,367.0299208217013,Premium,Credit card,1,Both,0,unknown,5.394655552014048,64.57486728394427,8,Drama,4.584438516470241,0,Female,8,1,7VEWYVW0OE,0
28,10.900560073922854,305.2156820698399,Premium,Electronic check,0,TV Shows,0,TV,11.07614867179869,11.91737676265846,14,Drama,1.5742273604909247,9,Female,14,1,79I6EYWF7V,1
11,12.169887642924763,144.63040769439394,Basic,Credit card,1,Movies,0,Mobile,1.4663023009218672,128.90928525242558,46,Sci-Fi,2.4877043314900456,8,Male,8,1,5WET5CW3YP,1
60,17.453064524490756,1047.1838714694454,Standard,Electronic check,0,Movies,0,Mobile,2.7037087598311285,118.79100626297684,40,Fantasy,3.4451550018185784,8,Female,13,0,9Q1P61OLQP,0
111,17.97268093698692,1994.967584005548,Standard,unknown,1,Movies,0,Mobile,39.38288501225568,51.28917994990967,21,Action,4.976389741530569,4,Male,9,0,ORTIRMKBBH,0
114,18.935998822165185,2158.703865726831,Standard,unknown,1,Both,0,Tablet,20.313708565612256,8.884336655877622,26,Comedy,4.1645704605339215,2,Female,1,0,I7T48I0NC7,0
77,17.725348670253037,614.1966063716278,Premium,Bank transfer,1,Both,1,Mobile,7.173032627326118,81.17693489488529,38,Sci-Fi,2.898327886528814,2,Male,21,0,WW6U8YQ5DL,0
62,7.424946841312763,460.3467041613913,Premium,Credit card,0,TV Shows,0,Computer,15.066302739033484,68.13473039326124,30,Fantasy,1.2653639736006803,6,Female,13,1,CV9FGMWS9E,0
27,16.09704491163904,614.1966063716278,unknown,Credit card,0,Both,0,TV,18.66144151930453,134.32862640622682,11,Comedy,2.697237289946997,0,Male,8,1,EY29CCDIS2,0
84,7.874547284455263,661.4619718942421,Premium,unknown,0,Movies,0,TV,11.178570161729096,47.76916199874346,11,Action,3.8963900809152143,5,Female,13,0,Y7HJ3BEVOR,0
91,14.768163644311086,614.1966063716278,Basic,Electronic check,1,TV Shows,0,Mobile,28.161653876368234,133.4042289807161,3,Fantasy,1.501512459092666,0,Female,15,0,RD5FFJ532Q,0
57,6.705564802482018,382.217193741475,Premium,Electronic check,1,Both,1,Mobile,2.829470233481604,48.66256054756257,32,Fantasy,2.5673526481694124,2,Male,1,0,Z1SDMRYG3K,0
108,15.022740972456122,1622.4560250252612,Basic,Electronic check,1,Movies,0,Computer,28.568646180635263,35.22271160364129,33,Sci-Fi,2.898327886528814,4,Male,16,1,PANUHY0K9R,0
7,8.927906144590636,62.495343012134455,Basic,Credit card,0,TV Shows,1,Tablet,15.516521510033442,97.71186142078837,20,Sci-Fi,2.898327886528814,1,Female,19,1,SKB6Q90WV3,1
47,13.102949447032763,615.8386240105399,Basic,Credit card,0,Both,0,Mobile,21.92149094783716,40.24045622197178,46,Sci-Fi,3.178695942181628,1,Male,8,0,4468G8KNMM,0
30,15.205468462745536,614.1966063716278,Standard,Bank transfer,0,TV Shows,1,unknown,21.535640063884102,74.05831383468852,46,Sci-Fi,4.499442216651486,9,Female,15,1,5W8I9QOUMH,1
85,12.169887642924763,573.1982368096374,Basic,Bank transfer,1,Movies,1,Computer,6.793497754066797,82.97418684038922,13,Action,1.493633559346684,6,Male,0,1,C08JO27O1S,0
105,12.690365928607092,1332.488422503745,Standard,Bank transfer,1,Both,1,unknown,9.161204138651732,118.10149083532086,40,Drama,4.718125947480187,7,Female,1,0,MGHLPNA0DB,0
51,12.169887642924763,735.1257884321685,Basic,unknown,1,Both,1,unknown,9.153633431966988,132.35917875794138,19,Fantasy,2.898327886528814,4,Female,2,0,T91XWC5Z8S,0
73,12.169887642924763,649.8423839354626,Premium,unknown,1,TV Shows,0,unknown,24.111386383437058,159.24889583048923,4,Comedy,1.2094405578019631,4,Male,18,1,O04GL1CJXC,0
46,12.058570202275362,554.6942293046667,Basic,unknown,0,Movies,1,unknown,21.334100009130093,104.3775833810854,28,Drama,2.898327886528814,8,Female,17,0,Q8FHDK59AH,1
7,12.942528402670495,90.59769881869347,unknown,Credit card,0,Both,0,Mobile,31.080183955889304,92.78145147463076,29,Comedy,2.898327886528814,8,Male,6,0,LU1UWBW0SJ,0
71,12.169887642924763,560.370322166393,Premium,unknown,0,Movies,1,TV,27.68981708767011,53.99670328130542,32,Fantasy,1.6876208441496354,5,Female,11,0,B4X6BWEJ3O,0
94,9.869606637835751,927.7430239565606,Basic,Electronic check,1,TV Shows,1,Computer,24.525953258502955,50.92253491206898,44,Comedy,2.898327886528814,4,Male,10,0,BXICXP3AD7,0
23,9.335622828071823,214.719325045652,Basic,Mailed check,0,Both,0,Mobile,37.1169658421793,47.786240908965326,45,Comedy,4.577864090200061,9,Male,22,1,3HSZUJ4N4F,0
65,5.491643529520903,356.9568294188587,Premium,Bank transfer,0,TV Shows,1,Computer,39.94018884875624,59.3537056405289,19,Action,4.337731845042448,1,Female,23,1,SWD7LYTD9E,0
73,12.169887642924763,1136.7769296962924,Standard,Electronic check,1,TV Shows,1,Computer,27.17135310727376,8.49711992755248,36,Comedy,1.2240300498655523,4,unknown,16,1,WNYX39NL5W,0
118,11.312002404336855,1334.8162837117488,Premium,Credit card,1,Movies,0,Computer,18.56298186173477,82.05478997596546,21,Action,1.0551065422506087,5,Female,21,1,PAPP9BNPZA,0
89,8.18272198418829,728.2622565927579,Standard,Credit card,0,Movies,0,Mobile,19.77449412063955,156.438144619265,16,Sci-Fi,1.8807525127678584,7,Female,13,0,3G8L5NAW23,0
105,8.88581041235452,933.0100932972246,Premium,unknown,1,Movies,1,Computer,6.650081273859782,106.37744291835853,29,Action,2.868028541037344,7,Male,24,1,1KB02AC1A8,0
97,10.577580395112877,614.1966063716278,Basic,Credit card,0,TV Shows,0,TV,37.56044781522686,58.20395970791126,20,Fantasy,3.154774122368029,9,Male,17,1,KJ4SW2VMY4,0
39,16.892812718998744,658.819696040951,unknown,Bank transfer,1,Both,0,Mobile,32.41816435383461,71.2304886243345,11,Comedy,1.7690855703224142,0,Female,9,0,84IZQT91G0,0
106,9.755786913261568,1034.1134128057265,Basic,Electronic check,1,Both,1,Mobile,31.809768239283567,176.06246039159916,46,Sci-Fi,2.898327886528814,6,Male,20,0,VCUEFFSXD0,0
88,12.169887642924763,1033.9691158928065,Standard,Bank transfer,1,TV Shows,1,TV,6.930617519771986,32.31734183619648,36,Comedy,1.0466858322397157,2,Male,21,1,BDVE7NSJGZ,0
69,15.303431624999163,614.1966063716278,Basic,Credit card,0,Both,1,Computer,19.81752654565773,47.57057013571688,39,Comedy,2.1603147957174955,3,Male,24,1,KS4HZSUQP3,0
106,12.808107909816668,1357.6594384405669,Standard,Mailed check,1,Movies,0,TV,28.164529740074045,96.28437380186932,21,Drama,2.898327886528814,4,Male,10,0,UR74N2FR4T,0
37,13.882623628482191,513.6570742538412,Basic,Credit card,1,Both,1,Computer,36.957939528919965,85.52221185101602,36,Comedy,3.3857291365687905,2,Male,16,1,UODYGBU9LQ,0
76,12.169887642924763,614.1966063716278,Standard,Electronic check,0,Both,1,Computer,31.52919397179973,137.3661366334053,16,unknown,2.898327886528814,8,Female,4,0,66I6XTWLX8,0
62,19.66108871859693,614.1966063716278,Basic,Bank transfer,1,Both,1,TV,38.79163832242213,66.3084438752339,41,unknown,2.23942711901061,7,Female,4,1,MBW4492OHO,0
82,12.169887642924763,1441.256565247989,Standard,unknown,0,TV Shows,1,Mobile,27.36317928941726,48.23584190160734,41,Fantasy,2.7890693177738526,6,Female,12,0,SEAZXTCVV5,0
55,18.957842182710028,1042.6813200490517,Premium,Credit card,1,Both,0,Mobile,22.471398356277145,160.9807488668827,49,Drama,2.898327886528814,4,Female,6,0,0QNQARS50C,0
109,13.850735425206969,614.1966063716278,Standard,unknown,1,Both,0,TV,29.54107789253112,155.4985475993666,32,Sci-Fi,1.6955217849527355,0,Female,3,0,RZUB4PA36O,0
93,12.169887642924763,614.1966063716278,Basic,Electronic check,1,Both,1,TV,6.291089281235792,123.1828816560034,37,Fantasy,2.2136987779615955,5,Female,19,0,SC0PFQVRQP,0
28,12.567639206076333,351.8938977701373,Standard,Electronic check,1,Both,1,TV,8.868128407915199,40.76469130672833,20,Fantasy,3.067584786967668,0,Female,20,1,KO08A4M1MO,0
78,12.768163160294566,995.9167265029762,Premium,Electronic check,0,Both,1,TV,13.154605815120238,23.91225733797851,40,Comedy,1.4568963376979638,2,Male,13,1,ZO073B6JIP,0
37,8.406970360937345,311.0579033546818,Premium,Mailed check,0,Both,0,Mobile,5.669360091109094,144.8671487588813,43,Fantasy,4.028399453230392,5,Male,3,1,VGPR4ZHOZK,0
112,15.430653236032258,1728.233162435613,Premium,Bank transfer,1,Both,1,Computer,9.34157559299579,154.9118144952301,14,Action,2.898327886528814,1,Female,21,1,TDS79JX46W,0
68,12.169887642924763,439.9206654462688,Basic,Electronic check,0,Both,0,Tablet,36.05038930799116,103.39444709569564,22,Sci-Fi,3.526487904499321,7,Female,15,0,ZY3BIDO8KR,0
69,7.345694722673898,506.8529358644989,Premium,Bank transfer,0,Movies,1,TV,25.21440113317689,130.19777417731473,13,Drama,1.2963456674180112,5,Male,3,0,ID5EBX9Y32,0
